url_length,has_ip,digits,param_nums,fragments_num,url_depth,domain_length,subdomain_length,has_http,has_https,dom_ext,url_entropy,num_dots,num_hyphens,num_slash,num_questionmark,num_at,num_and,num_tilde,num_comma,num_plus,num_asterisk,num_colon,num_semicolon
107,0,1,0,0,8,10,0,0,1,com,4.398942789285761,3,2,8,0,0,0,0,0,0,0,1,0
37,0,0,0,0,3,16,2,0,0,org,4.260279974311011,2,0,2,0,0,0,0,0,0,0,0,0
113,0,0,0,0,8,10,0,0,1,com,4.673705238901664,3,4,8,0,0,0,0,0,0,0,1,0
20,0,0,0,0,1,19,0,0,0,com,3.746439344671015,1,0,1,0,0,0,0,0,0,0,0,0
82,0,0,0,0,8,10,0,0,1,com,4.548663256939085,3,1,8,0,0,0,0,0,0,0,1,0
117,0,4,0,0,6,14,0,1,0,com,4.290493752621369,1,11,7,0,0,0,0,0,0,0,1,0
81,0,0,0,0,8,10,0,0,1,com,4.627464516412554,3,0,8,0,0,0,0,0,0,0,1,0
110,0,3,0,0,7,15,0,0,0,com,4.4079786363036915,2,6,6,0,0,0,0,0,0,0,0,0
141,0,4,0,0,8,10,0,0,1,com,4.769819059685856,3,8,8,0,0,0,0,0,0,0,1,0
53,0,2,0,0,3,16,0,0,0,com,4.30606674821808,1,3,3,0,0,0,0,0,0,0,0,0
124,0,3,0,0,8,10,0,0,1,com,4.624762277874245,4,1,8,0,0,0,0,0,0,0,1,0
138,0,31,0,0,8,17,0,1,0,com,4.508103897042769,1,2,8,0,0,0,0,0,0,0,1,0
78,0,1,0,0,8,10,0,0,1,com,4.674852104211202,3,0,8,0,0,0,0,0,0,0,1,0
30,0,2,0,0,3,12,0,0,0,com,4.148394345536403,1,1,2,0,0,0,0,0,0,0,0,0
80,0,1,0,0,8,10,0,0,1,com,4.533983564391644,3,0,8,0,0,0,0,0,0,0,1,0
25,0,4,0,0,3,11,0,0,0,com,4.053660689688185,1,0,2,0,0,0,0,0,0,0,0,0
84,0,0,0,0,8,10,0,0,1,com,4.365008572709252,3,0,8,0,0,0,0,0,0,0,1,0
27,0,0,0,0,2,12,0,0,0,com,3.7919245392005068,2,0,1,0,0,0,0,0,0,0,0,0
96,0,3,0,0,8,10,0,0,1,com,4.630799414499242,3,2,8,0,0,0,0,0,0,0,1,0
27,0,4,0,0,2,8,0,0,0,com,3.9582291686698787,1,0,1,0,0,0,0,0,0,0,0,0
93,0,3,0,0,8,10,0,0,1,com,4.727121113312101,3,3,8,0,0,0,0,0,0,0,1,0
92,0,8,0,0,4,14,0,0,0,com,4.619771778034057,1,0,3,1,0,0,0,0,0,0,0,0
89,0,2,0,0,8,10,0,0,1,com,4.579541511694405,3,0,8,0,0,0,0,0,0,0,1,0
21,0,0,0,0,1,20,0,0,0,com,3.7489948035250964,1,0,1,0,0,0,0,0,0,0,0,0
102,0,2,0,0,8,10,0,0,1,com,4.560119431534547,3,2,8,0,0,0,0,0,0,0,1,0
70,0,7,0,0,4,11,0,0,0,com,4.5384509249979486,1,5,3,0,0,0,0,0,0,0,0,0
79,0,1,0,0,8,10,0,0,1,com,4.590385223667087,3,0,8,0,0,0,0,0,0,0,1,0
33,0,2,0,0,2,13,0,0,0,com,4.173033892020167,2,0,1,0,0,0,0,0,0,0,0,0
92,0,3,0,0,8,10,0,0,1,com,4.8397590710506595,3,1,8,0,0,0,0,0,0,0,1,0
58,0,3,0,0,4,16,0,0,0,com,4.118431805652036,1,0,4,0,0,0,0,0,0,0,0,0
84,0,3,0,0,8,10,0,0,1,com,4.80126098835323,3,1,8,0,0,0,0,0,0,0,1,0
142,0,6,0,0,7,15,0,1,0,com,4.447144391220698,1,13,7,0,0,0,0,0,0,0,1,0
87,0,0,0,0,8,10,0,0,1,com,4.529110237641626,3,0,8,0,0,0,0,0,0,0,1,0
30,0,0,0,0,2,16,0,0,0,com,4.12323142879762,1,0,2,0,0,0,0,0,1,0,0,0
123,0,1,0,0,8,10,0,0,1,com,4.618074157666387,4,6,8,0,0,0,0,0,0,0,1,0
67,0,5,0,0,4,10,0,0,0,com,4.548704818476458,2,0,3,0,0,0,0,0,0,0,0,0
106,0,2,0,0,8,10,0,0,1,com,4.609811908383748,3,4,8,0,0,0,0,0,0,0,1,0
28,0,0,0,0,1,27,14,0,0,com,4.039148671903071,2,0,1,0,0,0,0,0,0,0,0,0
102,0,4,0,0,8,10,0,0,1,com,4.823558308037261,3,1,8,0,0,0,0,0,0,0,1,0
44,0,0,0,0,3,10,0,0,0,com,4.152391277629867,1,0,2,0,0,0,0,0,0,0,0,0
103,0,4,0,0,8,10,0,0,1,com,4.7553634256499615,3,3,8,0,0,0,0,0,0,0,1,0
76,0,5,0,0,3,8,0,0,0,org,3.9236846325036447,1,0,2,0,0,0,0,0,0,0,0,0
96,0,1,0,0,8,10,0,0,1,com,4.555087277381384,3,4,8,0,0,0,0,0,0,0,1,0
26,0,0,0,0,1,25,0,0,0,com,4.026986833359287,1,0,1,0,0,0,0,0,0,0,0,0
81,0,1,0,0,8,10,0,0,1,com,4.638733336936218,3,0,8,0,0,0,0,0,0,0,1,0
31,0,0,0,0,2,22,8,0,0,com,3.80871969734407,2,0,2,0,0,0,0,0,0,0,0,0
133,0,2,0,0,8,10,0,0,1,com,4.643534292899557,4,6,8,0,0,0,0,0,0,0,1,0
26,0,0,0,0,1,25,11,0,0,com,3.825251737288651,2,0,1,0,0,0,0,0,0,0,0,0
86,0,0,0,0,8,10,0,0,1,com,4.415010255740143,3,0,8,0,0,0,0,0,0,0,1,0
29,0,4,0,0,3,17,0,0,0,com,4.185230132909402,1,0,2,0,0,0,0,0,0,0,0,0
78,0,1,0,0,8,10,0,0,1,com,4.506619290859634,3,0,8,0,0,0,0,0,0,0,1,0
118,0,3,0,0,5,13,0,0,0,com,4.246938132064553,1,10,5,0,0,0,0,0,0,0,0,0
34,0,0,0,0,3,10,0,0,1,ro,4.1162996057016965,2,0,3,0,0,0,0,0,0,0,1,0
62,0,2,0,0,3,16,2,0,0,org,4.027452569961052,2,0,2,0,0,0,0,0,0,0,0,0
99,0,2,0,0,8,10,0,0,1,com,4.853300559886393,3,2,8,0,0,0,0,0,0,0,1,0
28,0,0,0,0,3,15,0,0,0,us,3.869331261111518,1,0,3,0,0,0,0,0,0,0,0,0
92,0,2,0,0,8,10,0,0,1,com,4.563564402200475,3,0,8,0,0,0,0,0,0,0,1,0
83,0,11,0,0,4,12,0,0,0,com,4.602130511578603,1,3,3,0,0,0,0,0,0,0,0,0
86,0,4,0,0,8,10,0,0,1,com,4.560702000997752,3,0,8,0,0,0,0,0,0,0,1,0
114,0,0,0,0,8,13,0,1,0,com,4.066583419217215,2,5,8,0,0,0,0,0,0,0,1,0
82,0,1,0,0,8,10,0,0,1,com,4.570218469557257,3,0,8,0,0,0,0,0,0,0,1,0
51,0,5,0,0,6,15,2,0,0,com,4.481659538967564,2,1,5,0,0,0,0,0,0,0,0,0
96,0,2,0,0,8,10,0,0,1,com,4.571687569500481,3,1,8,0,0,0,0,0,0,0,1,0
124,0,4,0,0,6,14,0,1,0,com,4.192554468219748,1,10,7,0,0,0,0,0,0,0,1,0
83,0,1,0,0,8,10,0,0,1,com,4.658129871539482,8,0,8,0,0,0,0,0,0,0,1,0
35,0,0,0,0,3,16,2,0,0,org,3.8972997175517157,2,0,2,0,0,0,0,0,0,0,0,0
86,0,1,0,0,8,10,0,0,1,com,4.554058581554488,3,1,8,0,0,0,0,0,0,0,1,0
83,0,1,0,0,4,10,0,1,0,pl,4.270544019658473,2,6,4,0,0,0,0,0,0,0,1,0
135,0,3,0,0,8,10,0,0,1,com,4.7597093696812,3,6,8,0,0,0,0,0,0,0,1,0
72,0,4,0,0,3,28,0,0,0,com,4.417994925228179,1,0,3,0,0,0,0,0,0,0,0,0
125,0,2,0,0,8,10,0,0,1,com,4.724288262418664,3,6,8,0,0,0,0,0,0,0,1,0
95,0,7,0,0,5,17,5,0,0,edu,4.397847385860192,2,2,4,1,0,0,0,0,0,0,0,4
117,0,0,0,0,8,10,0,0,1,com,4.561789379237291,3,4,8,0,0,0,0,0,0,0,1,0
30,0,0,0,0,2,17,11,0,0,uk,3.8565647621309544,3,0,1,0,0,0,0,0,0,0,0,0
107,0,1,0,0,8,10,0,0,1,com,4.596888942921974,3,4,8,0,0,0,0,0,0,0,1,0
21,0,0,0,0,1,20,0,0,0,com,3.6537567082870006,1,0,1,0,0,0,0,0,0,0,0,0
89,0,1,0,0,8,10,0,0,1,com,4.886968370109571,3,2,8,0,0,0,0,0,0,0,1,0
30,0,0,0,0,2,17,0,0,0,org,4.056564762130954,2,0,1,0,0,0,0,0,0,0,0,0
77,0,2,0,0,8,10,0,0,1,com,4.48873634042757,3,0,8,0,0,0,0,0,0,0,1,0
202,0,27,0,0,4,12,0,1,0,net,4.77260608333898,14,0,4,1,0,0,0,0,0,0,1,0
124,0,5,0,0,8,10,0,0,1,com,4.695157890400058,3,2,8,0,0,0,0,0,0,0,1,0
57,0,4,0,0,6,12,0,0,0,com,4.311046709178704,1,1,5,0,0,0,0,0,0,0,0,0
95,0,0,0,0,8,10,0,0,1,com,4.432059030562856,3,1,8,0,0,0,0,0,0,0,1,0
151,0,10,0,0,5,12,0,1,0,tv,4.06520949666606,1,0,6,0,0,0,0,0,0,0,1,0
96,0,1,0,0,8,10,0,0,1,com,4.82400859581844,3,0,8,0,0,0,0,0,0,0,1,0
39,0,0,0,0,2,36,22,0,0,com,4.045286116898139,2,0,1,0,0,0,0,0,0,0,0,0
86,0,0,0,0,8,10,0,0,1,com,4.554545139461074,3,1,8,0,0,0,0,0,0,0,1,0
117,0,12,2,0,2,10,0,0,0,com,4.82451480719592,1,1,1,1,0,2,0,0,0,0,0,0
85,0,2,0,0,8,10,0,0,1,com,4.482748366809962,3,0,8,0,0,0,0,0,0,0,1,0
55,0,0,0,0,3,37,0,0,0,com,4.145935406214219,2,0,2,0,0,0,0,0,0,0,0,0
78,0,3,0,0,8,10,0,0,1,com,4.545366649466205,3,0,8,0,0,0,0,0,0,0,1,0
61,0,1,0,0,3,11,0,0,0,com,4.084780633724727,1,2,3,0,0,0,0,0,0,0,0,0
113,0,4,0,0,8,10,0,0,1,com,4.583608119020623,3,2,8,0,0,0,0,0,0,0,1,0
112,0,3,0,0,4,33,20,0,0,com,4.13784023733947,3,3,3,0,0,0,0,0,0,0,0,0
79,0,1,0,0,8,10,0,0,1,com,4.606146141361221,3,1,8,0,0,0,0,0,0,0,1,0
36,0,0,0,0,4,7,0,0,0,us,4.083274571476652,2,0,3,0,0,0,0,0,0,0,0,0
95,0,2,0,0,8,10,0,0,1,com,4.599597419624896,3,1,8,0,0,0,0,0,0,0,1,0
58,0,0,0,0,3,16,2,0,0,org,4.453085418310951,2,0,2,0,0,0,0,0,0,0,0,0
92,0,2,0,0,8,10,0,0,1,com,4.534074798698332,3,0,8,0,0,0,0,0,0,0,1,0
31,0,2,0,0,3,19,0,0,0,ca,4.17146526179041,1,0,2,0,0,0,0,0,1,0,0,0
103,0,0,0,0,8,10,0,0,1,com,4.741492882660841,3,0,8,0,0,0,0,0,0,0,1,0
65,0,1,0,0,3,16,2,0,0,org,4.171540697277713,2,0,2,0,0,0,0,0,0,0,0,0
102,0,1,0,0,8,10,0,0,1,com,4.533747314515989,3,1,8,0,0,0,0,0,0,0,1,0
64,0,0,1,0,2,19,0,0,0,com,4.795412751096862,2,0,1,1,0,1,0,0,0,0,0,0
102,0,0,0,0,8,10,0,0,1,com,4.574694798377907,3,3,8,0,0,0,0,0,0,0,1,0
71,0,5,0,0,2,34,0,0,0,com,4.423756451279551,2,0,1,1,0,0,0,0,0,0,0,0
80,0,4,0,0,8,10,0,0,1,com,4.604749859046177,3,1,8,0,0,0,0,0,0,0,1,0
75,0,6,0,0,3,12,0,0,0,com,4.367953524460707,2,0,2,0,0,0,0,0,0,0,0,0
99,0,0,0,0,8,10,0,0,1,com,4.61094778367731,3,3,8,0,0,0,0,0,0,0,1,0
57,0,0,0,0,3,16,2,0,0,org,4.501027786780641,2,0,2,0,0,0,0,0,0,0,0,0
89,0,1,0,0,8,10,0,0,1,com,4.691821566129227,3,0,8,0,0,0,0,0,0,0,1,0
87,0,9,0,0,2,11,0,0,0,com,3.9321372995459893,2,2,1,0,0,0,0,0,0,0,0,0
96,0,0,0,0,8,10,0,0,1,com,4.645876730348632,3,0,8,0,0,0,0,0,0,0,1,0
147,0,4,0,0,8,14,0,1,0,com,4.4575049267358375,2,13,8,0,0,0,0,0,0,0,1,0
120,0,3,0,0,8,10,0,0,1,com,4.525117089233169,3,2,8,0,0,0,0,0,0,0,1,0
71,0,4,0,0,4,10,0,0,0,com,4.7905429862086555,1,5,3,0,0,0,0,0,0,0,0,0
87,0,3,0,0,8,10,0,0,1,com,4.578242210336452,3,1,8,0,0,0,0,0,0,0,1,0
55,0,0,0,0,3,18,0,0,0,de,4.147751142034399,2,2,2,0,0,0,0,0,0,0,0,0
92,0,1,0,0,8,10,0,0,1,com,4.676754044720772,3,3,8,0,0,0,0,0,0,0,1,0
58,0,2,0,0,2,36,22,0,0,info,4.20931015128651,2,0,1,1,0,0,0,0,0,0,0,0
77,0,1,0,0,8,10,0,0,1,com,4.592296969661818,3,0,8,0,0,0,0,0,0,0,1,0
77,0,2,0,0,5,16,2,0,0,org,4.64244027502003,2,0,4,0,0,0,0,0,0,0,1,0
111,0,0,0,0,8,10,0,0,1,com,4.754856722987137,3,6,8,0,0,0,0,0,0,0,1,0
72,0,4,0,0,5,15,0,0,0,ca,4.224715106326879,1,3,5,0,0,0,0,0,0,0,0,0
102,0,0,0,0,8,10,0,0,1,com,4.649751814525409,3,2,8,0,0,0,0,0,0,0,1,0
72,0,7,0,0,4,9,0,0,0,ca,4.5963107660791485,1,3,3,0,0,0,0,0,0,0,0,0
104,0,1,0,0,8,10,0,0,1,com,4.799843478140234,3,6,8,0,0,0,0,0,0,0,1,0
45,0,0,0,0,4,17,5,0,0,com,4.134217897889656,3,0,3,0,0,0,0,0,0,0,0,0
84,0,1,0,0,8,10,0,0,1,com,4.544310882097588,3,0,8,0,0,0,0,0,0,0,1,0
31,0,0,0,0,2,6,0,0,0,com,4.17146526179041,1,0,1,0,0,0,0,0,0,0,0,0
113,0,3,0,0,8,10,0,0,1,com,4.45582835281127,3,2,8,0,0,0,0,0,0,0,1,0
42,0,2,0,0,6,9,0,0,0,com,4.282098601752791,2,0,5,0,0,0,0,0,0,0,0,0
84,0,0,0,0,8,10,0,0,1,com,4.543505221038906,3,0,8,0,0,0,0,0,0,0,1,0
25,0,0,0,0,1,24,14,0,0,com,3.973660689688185,2,0,1,0,0,0,0,0,0,0,0,0
98,0,3,0,0,8,10,0,0,1,com,4.753121549667099,3,2,8,0,0,0,0,0,0,0,1,0
103,0,12,2,0,2,10,0,0,0,com,4.682677140038088,1,0,1,1,0,2,0,0,0,0,0,0
128,0,3,0,0,8,10,0,0,1,com,4.486143647061956,3,3,8,0,0,0,0,0,0,0,1,0
75,0,0,0,0,3,18,0,0,0,com,4.298363111809057,2,5,2,0,0,0,0,0,0,0,0,0
70,0,11,0,0,3,61,17,1,0,24phishing:37585,3.7347310846928443,3,0,3,0,0,0,0,0,0,0,2,0
37,0,3,0,0,2,10,0,0,0,org,4.249729716863358,2,1,1,0,0,0,0,0,0,0,0,0
82,0,1,0,0,8,10,0,0,1,com,4.526393737320267,3,0,8,0,0,0,0,0,0,0,1,0
124,0,20,0,0,5,11,0,0,0,com,4.708908631574967,2,2,4,0,0,0,0,0,0,0,0,0
83,0,1,0,0,8,10,0,0,1,com,4.568853853054938,3,1,8,0,0,0,0,0,0,0,1,0
48,0,0,0,0,4,10,0,0,0,com,4.206195636817323,1,1,3,0,0,0,0,0,0,0,0,0
93,0,1,0,0,8,10,0,0,1,com,4.5469610326436785,3,3,8,0,0,0,0,0,0,0,1,0
100,0,5,1,0,3,22,3,0,0,com,4.556706558273647,2,0,2,1,0,1,0,0,0,0,0,0
100,0,0,0,0,8,10,0,0,1,com,4.513109565205075,3,3,8,0,0,0,0,0,0,0,1,0
48,0,0,0,0,5,7,0,0,0,org,4.155187698990101,1,0,5,0,0,0,0,0,0,0,0,0
104,0,3,0,0,8,10,0,0,1,com,4.819296243393159,3,1,8,0,0,0,0,0,0,0,1,0
66,0,0,0,0,5,15,0,0,0,com,4.169172628557575,1,2,4,0,0,0,0,0,0,0,0,0
98,0,4,0,0,8,10,0,0,1,com,4.529650789158014,3,1,8,0,0,0,0,0,0,0,1,0
82,0,1,0,0,5,13,5,0,0,com,4.31467434221112,2,8,5,0,0,0,0,0,0,0,0,0
81,0,4,0,0,8,10,0,0,1,com,4.687399738292472,3,0,8,0,0,0,0,0,0,0,1,0
40,0,0,0,0,3,11,0,0,0,com,4.106198332810094,1,3,2,0,0,0,0,0,0,0,0,0
85,0,1,0,0,8,10,0,0,1,com,4.497125130475048,3,0,8,0,0,0,0,0,0,0,1,0
53,0,4,0,0,4,17,6,0,0,com,4.327187794987208,2,2,3,0,0,0,0,0,0,0,0,0
87,0,3,0,0,8,10,0,0,1,com,4.531221944644111,3,0,8,0,0,0,0,0,0,0,1,0
31,0,3,0,0,2,11,0,0,0,com,4.478232197413861,1,0,1,1,0,0,0,0,0,0,0,0
98,0,1,0,0,8,10,0,0,1,com,4.486987783580895,3,2,8,0,0,0,0,0,0,0,1,0
57,0,0,0,0,3,16,0,0,0,com,4.2002821189724315,2,0,2,0,0,0,0,0,0,0,0,0
98,0,2,0,0,8,10,0,0,1,com,4.697753314520218,3,3,8,0,0,0,0,0,0,0,1,0
34,0,0,0,0,1,33,0,0,0,com,3.8077635764171944,1,0,1,0,0,0,0,0,0,0,0,0
92,0,0,0,0,8,10,0,0,1,com,4.457775342082529,3,0,8,0,0,0,0,0,0,0,1,0
30,0,0,0,0,3,11,0,0,0,org,4.056564762130954,2,0,2,0,0,0,0,0,0,0,0,0
92,0,1,0,0,8,10,0,0,1,com,4.593508831571815,3,2,8,0,0,0,0,0,0,0,1,0
117,0,10,0,0,4,8,0,0,0,com,4.904475875282447,1,11,3,0,0,0,0,0,0,0,0,0
99,0,0,0,0,8,10,0,0,1,com,4.562099333388307,3,2,8,0,0,0,0,0,0,0,1,0
39,0,0,0,0,3,16,2,0,0,org,4.067865207186247,2,0,2,0,0,0,0,0,0,0,0,0
82,0,0,0,0,8,10,0,0,1,com,4.520730402604288,3,0,8,0,0,0,0,0,0,0,1,0
97,0,8,0,0,3,17,7,0,0,com,4.475136400738723,2,0,2,1,0,0,0,0,0,0,0,0
109,0,5,0,0,8,10,0,0,1,com,4.642909702714646,3,0,8,0,0,0,0,0,0,0,1,0
47,0,1,0,0,2,16,3,0,0,org,4.187805214283435,2,0,1,1,0,0,0,0,0,0,0,2
98,0,0,0,0,8,10,0,0,1,com,4.477575247854337,3,1,8,0,0,0,0,0,0,0,1,0
44,0,0,0,0,2,10,0,0,0,com,4.498871107126151,1,6,2,0,0,0,0,0,0,0,0,0
99,0,1,0,0,8,10,0,0,1,com,4.515664984480125,3,3,8,0,0,0,0,0,0,0,1,0
25,0,0,0,0,2,21,7,0,0,com,3.843856189774724,2,0,2,0,0,0,0,0,0,0,0,0
75,0,1,0,0,8,10,0,0,1,com,4.563353818221421,3,0,8,0,0,0,0,0,0,0,1,0
123,0,3,0,0,4,13,0,1,0,vn,4.292829838508456,2,15,4,0,0,0,0,0,0,0,1,0
118,0,1,0,0,8,10,0,0,1,com,4.284452183528141,3,1,8,0,0,0,0,0,0,0,1,0
94,0,5,0,0,5,15,0,1,0,com,4.562308070856521,1,7,5,0,0,0,0,0,0,0,1,0
97,0,0,0,0,8,10,0,0,1,com,4.5895032453758455,3,0,8,0,0,0,0,0,0,0,1,0
52,0,2,0,0,4,8,0,0,0,com,3.312039297018255,1,0,3,0,0,0,0,0,0,0,0,0
94,0,4,0,0,8,10,0,0,1,com,4.691749996378214,3,3,8,0,0,0,0,0,0,0,1,0
18,0,0,0,0,1,17,0,0,0,com,3.5724312513221195,1,0,1,0,0,0,0,0,0,0,0,0
82,0,1,0,0,8,10,0,0,1,com,4.763610243590794,3,0,8,0,0,0,0,0,0,0,1,0
9,0,0,0,0,1,8,0,0,0,ca,2.725480556997868,1,0,1,0,0,0,0,0,0,0,0,0
99,0,1,0,0,8,10,0,0,1,com,4.39202649683482,3,1,8,0,0,0,0,0,0,0,1,0
43,0,0,0,0,4,12,0,0,0,com,3.9987280573706054,2,0,3,0,0,0,0,0,0,0,0,0
77,0,1,0,0,8,10,0,0,1,com,4.462762314453544,3,0,8,0,0,0,0,0,0,0,1,0
129,0,6,0,0,10,18,0,1,0,com,4.428998845421202,2,0,11,1,0,0,0,0,0,0,2,0
88,0,0,0,0,8,10,0,0,1,com,4.54971443172467,3,0,8,0,0,0,0,0,0,0,1,0
13,0,0,0,0,1,12,0,0,0,com,3.238901256602631,1,0,1,0,0,0,0,0,0,0,0,0
82,0,1,0,0,8,10,0,0,1,com,4.5081771205724195,3,0,8,0,0,0,0,0,0,0,1,0
57,0,0,0,0,4,28,0,0,0,org,4.165599445047945,2,0,3,0,0,0,0,0,0,0,0,0
97,0,0,0,0,8,10,0,0,1,com,4.474632079756588,3,2,8,0,0,0,0,0,0,0,1,0
29,0,0,0,0,1,28,13,0,0,com,3.9614292709896417,2,0,1,0,0,0,0,0,0,0,0,0
81,0,1,0,0,8,10,0,0,1,com,4.604722380119385,3,0,8,0,0,0,0,0,0,0,1,0
53,0,2,0,0,2,25,0,0,0,info,4.206312852410477,1,0,1,1,0,0,0,0,0,0,0,0
101,0,2,0,0,8,10,0,0,1,com,4.799411613010258,3,3,8,0,0,0,0,0,0,0,1,0
12,0,0,0,0,1,11,0,0,0,com,3.2516291673878226,1,0,1,0,0,0,0,0,0,0,0,0
83,0,0,0,0,8,10,0,0,1,com,4.450668655287991,3,0,8,0,0,0,0,0,0,0,1,0
31,0,1,0,0,2,11,0,0,0,com,4.631615665225586,1,0,1,1,0,0,0,0,0,0,0,0
127,0,2,0,0,8,10,0,0,1,com,4.605225976913877,3,2,8,0,0,0,0,0,0,0,1,0
89,0,4,0,0,3,20,0,1,0,net,4.281459208177765,2,10,3,0,0,0,0,0,0,0,1,0
105,0,2,0,0,8,10,0,0,1,com,4.673104803810866,3,1,8,0,0,0,0,0,0,0,1,0
69,0,4,0,0,5,15,4,0,0,com,4.193609292003412,2,2,5,0,0,0,0,0,0,0,0,0
84,0,0,0,0,8,10,0,0,1,com,4.424266977812673,3,0,8,0,0,0,0,0,0,0,1,0
14,0,0,0,0,1,13,0,0,0,org,3.3787834934861767,1,0,1,0,0,0,0,0,0,0,0,0
108,0,1,0,0,8,10,0,0,1,com,4.764833077611726,3,3,8,0,0,0,0,0,0,0,1,0
46,0,5,0,0,4,12,0,0,0,com,4.335970858598519,2,0,3,1,0,0,0,0,0,0,0,0
106,0,0,0,0,8,10,0,0,1,com,4.338276023872328,3,1,8,0,0,0,0,0,0,0,1,0
108,0,0,0,0,3,19,5,0,0,com,4.327081805761323,2,0,2,0,0,0,0,0,0,0,0,0
96,0,2,0,0,8,10,0,0,1,com,4.4780030022120325,3,0,8,0,0,0,0,0,0,0,1,0
52,0,0,0,0,5,13,0,0,0,com,4.055713036692429,2,0,4,0,0,0,0,0,0,0,0,0
112,0,0,0,0,8,10,0,0,1,com,4.593244035704121,3,5,8,0,0,0,0,0,0,0,1,0
44,0,0,0,0,4,12,0,0,0,com,4.001727857559624,2,0,3,0,0,0,0,0,0,0,0,0
93,0,0,0,0,8,10,0,0,1,com,4.477729184280805,3,1,8,0,0,0,0,0,0,0,1,0
109,0,20,0,0,3,19,6,0,0,edu,4.555452247754726,3,0,2,1,0,0,0,0,0,0,0,0
93,0,2,0,0,8,10,0,0,1,com,4.8776587477207025,3,0,8,0,0,0,0,0,0,0,1,0
155,0,43,0,0,6,9,0,1,0,net,4.041330111081219,1,3,6,0,0,0,0,0,0,0,1,0
102,0,1,0,0,8,10,0,0,1,com,4.713791706443443,3,5,8,0,0,0,0,0,0,0,1,0
45,0,0,0,0,5,12,0,0,0,org,4.027979696753515,1,0,5,0,0,0,0,0,0,0,0,0
108,0,0,0,0,8,10,0,0,1,com,4.428661721255644,3,2,8,0,0,0,0,0,0,0,1,0
42,0,0,0,0,3,22,0,0,0,com,3.8152023999804867,1,1,2,0,0,0,0,0,0,0,0,0
77,0,1,0,0,8,10,0,0,1,com,4.4455030217659735,3,1,8,0,0,0,0,0,0,0,1,0
45,0,0,0,0,3,13,0,0,0,com,4.1081939295187775,2,0,2,0,0,0,0,0,0,0,0,0
100,0,1,0,0,8,10,0,0,1,com,4.827208660547246,3,0,8,0,0,0,0,0,0,0,1,0
99,0,8,0,0,6,16,0,0,0,com,4.338618143401743,2,2,5,0,0,0,0,0,0,0,0,0
87,0,0,0,0,8,10,0,0,1,com,4.31524888341619,3,1,8,0,0,0,0,0,0,0,1,0
77,0,2,0,0,2,30,8,0,0,com,4.2935590370050996,2,0,1,0,0,0,0,0,7,0,0,0
79,0,1,0,0,8,10,0,0,1,com,4.533017261950133,3,1,8,0,0,0,0,0,0,0,1,0
28,0,2,0,0,2,18,7,0,0,com,3.9407598325400888,3,0,1,0,0,0,0,0,0,0,0,0
86,0,3,0,0,8,10,0,0,1,com,4.612725808968636,3,0,8,0,0,0,0,0,0,0,1,0
36,0,0,0,0,4,12,0,0,0,com,4.2390979179887855,1,0,3,0,0,0,0,0,0,0,0,0
96,0,0,0,0,8,10,0,0,1,com,4.511173283931141,3,0,8,0,0,0,0,0,0,0,1,0
33,0,0,0,0,3,8,0,0,0,com,3.968340331348547,1,4,2,0,0,0,0,0,0,0,0,0
83,0,1,0,0,8,10,0,0,1,com,4.538658221408232,3,1,8,0,0,0,0,0,0,0,1,0
39,0,1,0,0,3,12,0,0,0,com,4.131054782742918,2,1,2,0,0,0,0,0,0,0,0,0
89,0,0,0,0,8,10,0,0,1,com,4.456376415091214,3,1,8,0,0,0,0,0,0,0,1,0
65,0,0,0,0,6,13,0,0,0,com,4.1959180155632065,1,2,5,0,0,0,0,0,0,0,0,0
86,0,1,0,0,8,10,0,0,1,com,4.587253383557666,3,0,8,0,0,0,0,0,0,0,1,0
50,0,1,0,0,4,13,0,0,0,com,4.021984511178707,2,0,3,0,0,0,0,0,0,0,0,0
101,0,1,0,0,8,10,0,0,1,com,4.479289454243726,3,2,8,0,0,0,0,0,0,0,1,0
56,0,3,0,0,3,14,0,0,0,com,4.564786905531286,2,1,2,0,0,0,0,0,0,0,0,0
107,0,0,0,0,8,10,0,0,1,com,4.697147740210753,3,3,8,0,0,0,0,0,0,0,1,0
66,0,12,0,0,4,12,0,0,0,com,4.521613915358183,1,0,3,1,0,0,0,0,0,0,0,0
137,0,0,0,0,8,10,0,0,1,com,4.701492168596686,3,7,8,0,0,0,0,0,0,0,1,0
30,0,0,0,0,2,20,2,0,0,com,4.0062389286533895,4,0,1,1,0,0,0,0,0,0,0,0
91,0,4,0,0,8,10,0,0,1,com,4.5695770968476515,3,1,8,0,0,0,0,0,0,0,1,0
62,0,7,0,0,2,12,0,0,0,ca,4.204139964193038,2,5,1,0,0,0,0,0,0,0,0,0
93,0,1,0,0,8,10,0,0,1,com,4.527431124140627,3,3,8,0,0,0,0,0,0,0,1,0
54,0,2,0,0,2,25,0,0,0,org,4.039532122846976,2,1,1,1,0,0,0,0,0,0,0,0
95,0,1,0,0,8,10,0,0,1,com,4.486903015762829,3,2,8,0,0,0,0,0,0,0,1,0
112,0,6,0,0,6,15,0,1,0,net,4.454247840098871,1,4,6,0,0,0,0,0,0,0,1,0
105,0,0,0,0,8,10,0,0,1,com,4.418169985044122,3,2,8,0,0,0,0,0,0,0,1,0
